Unigram  Probability
gathering    2.256857461396453e-05
none    4.513714922792906e-05
cooperation    9.027429845585819e-06
federal    1.354114476837872e-05
officials    1.8054859691171638e-05
attorney    3.6109719382343215e-05
director    1.8054859691171638e-05
secretary    9.478801337865105e-05
defense    4.9650864150722e-05
tougher    3.159600445955037e-05
powerful    9.930172830144402e-05
mess    8.124686861027228e-05
miners    3.159600445955037e-05
mines    9.027429845585819e-06
closed    1.354114476837872e-05
bills    2.708228953675744e-05
68    1.354114476837872e-05
originally    1.8054859691171638e-05
formed    9.027429845585819e-06
decades    4.9650864150722e-05
re-do    4.5137149227929095e-06
standpoint    3.6109719382343215e-05
bookkeeping    4.5137149227929095e-06
bureaucracy    1.354114476837872e-05
returns    4.5137149227929095e-06
irs    1.8054859691171638e-05
bigger    0.0001354114476837871
monster    1.8054859691171638e-05
cut    8.124686861027228e-05
less    0.000194089741680095
administrative    4.5137149227929095e-06
long-term    1.8054859691171638e-05
plan    0.0001534663073749588
halt    4.5137149227929095e-06
spread    2.708228953675744e-05
reach    1.354114476837872e-05
containing    4.5137149227929095e-06
major    6.319200891910074e-05
goal    3.6109719382343215e-05
indeed    3.159600445955037e-05
events    1.8054859691171638e-05
may    0.00014443887752937289
require    1.8054859691171638e-05
philosophical    4.5137149227929095e-06
struggle    1.354114476837872e-05
play    4.062343430513613e-05
kicks    1.8054859691171638e-05
2016.    9.027429845585819e-06
league    7.221943876468644e-05
amazingly    1.8054859691171638e-05
destructive    9.027429845585819e-06
doctors    3.6109719382343215e-05
quitting    9.027429845585819e-06
day    0.0004378303475109118
accountants    3.159600445955037e-05
nurses    1.8054859691171638e-05
patients    9.027429845585819e-06
beside    4.5137149227929095e-06
themselves    7.67331536874794e-05
christians    6.319200891910074e-05
ashamed    2.256857461396453e-05
lack    1.354114476837872e-05
actions    3.159600445955037e-05
libya    5.4164579073514886e-05
unleash    1.354114476837872e-05
enemy    9.027429845585813e-05
solve    3.6109719382343215e-05
virtually    7.221943876468644e-05
prepared    3.6109719382343215e-05
hates    1.354114476837872e-05
pack    1.8054859691171638e-05
ok    0.00018054859691171628
brand    2.256857461396453e-05
meetings    1.354114476837872e-05
sudden    0.0001173565879926156
yemen    7.221943876468644e-05
bloodsuckers    4.5137149227929095e-06
fundraisers    1.8054859691171638e-05
140,000    9.027429845585819e-06
broker    9.027429845585819e-06
rather    6.319200891910074e-05
houses    9.027429845585819e-06
newspaper    9.027429845585819e-06
inclusive    4.5137149227929095e-06
unified    1.354114476837872e-05
november    1.354114476837872e-05
melissa    2.256857461396453e-05
please    9.930172830144402e-05
convention    4.062343430513613e-05
taxes    0.00014443887752937289
simpler    1.354114476837872e-05
return    4.513714922792906e-05
ceiling    3.6109719382343215e-05
ridiculous    4.513714922792906e-05
high    0.00012638401783820127
lawyers    1.8054859691171638e-05
team    2.708228953675744e-05
ceilings    9.027429845585819e-06
control    0.0001038154432242369
dumping    1.8054859691171638e-05
rest    2.708228953675744e-05
laughed    2.708228953675744e-05
emerson    4.5137149227929095e-06
67    4.5137149227929095e-06
compared    4.9650864150722e-05
yorkers    2.256857461396453e-05
statute    2.256857461396453e-05
limitations    1.354114476837872e-05
six-year    9.027429845585819e-06
finest    2.256857461396453e-05
rapists    1.354114476837872e-05
assume    2.256857461396453e-05
committed    2.256857461396453e-05
perhaps    6.319200891910074e-05
department    4.513714922792906e-05
ayeyeye    1.8054859691171638e-05
romney    8.124686861027228e-05
candidates    0.00012638401783820127
babies    5.867829399630779e-05
jail    1.354114476837872e-05
jails    2.708228953675744e-05
over-brimming    4.5137149227929095e-06
dudes    1.8054859691171638e-05
45    7.221943876468644e-05
7    3.6109719382343215e-05
steps    9.027429845585819e-06
pursue    4.5137149227929095e-06
withdraw    1.354114476837872e-05
trans-pacific    2.708228953675744e-05
partnership    4.9650864150722e-05
ratified    4.5137149227929095e-06
tops    1.354114476837872e-05
liked    4.062343430513613e-05
32.    9.027429845585819e-06
32    3.6109719382343215e-05
rand    3.159600445955037e-05
paul    2.708228953675744e-05
spring    9.027429845585819e-06
2004    3.159600445955037e-05
height    9.027429845585819e-06
gaza    9.027429845585819e-06
strip    9.027429845585819e-06
grand    2.256857461396453e-05
marshal    9.027429845585819e-06
40th    4.5137149227929095e-06
salute    4.5137149227929095e-06
parade    1.8054859691171638e-05
largest    9.930172830144402e-05
dangerous    5.867829399630779e-05
supporting    2.256857461396453e-05
risk    1.8054859691171638e-05
glad    9.027429845585819e-06
man    0.0001986034566028877
amendment    0.0001986034566028877
senators    5.4164579073514886e-05
protected    7.221943876468644e-05
approved    4.513714922792906e-05
month    8.576058353306526e-05
disasters    9.027429845585819e-06
regulations    4.062343430513613e-05
rules    3.6109719382343215e-05
85    2.256857461396453e-05
admitted    1.354114476837872e-05
earth    4.513714922792906e-05
checks    4.9650864150722e-05
surprisingly    9.027429845585819e-06
wages    3.6109719382343215e-05
budged    9.027429845585819e-06
list    2.256857461396453e-05
feel    0.00018054859691171628
inequality    4.5137149227929095e-06
kids    6.770572384189355e-05
educated    3.159600445955037e-05
washington    0.0001308977327609942
immediately    6.770572384189355e-05
weak    6.319200891910074e-05
act    7.221943876468644e-05
means    0.0001895760267573021
overthrow    1.8054859691171638e-05
regime    3.159600445955037e-05
pushing    2.256857461396453e-05
among    5.867829399630779e-05
plans    4.9650864150722e-05
created    6.770572384189355e-05
space    2.256857461396453e-05
expand    9.027429845585819e-06
paris    0.0001354114476837871
los    5.4164579073514886e-05
angeles    5.4164579073514886e-05
toughest    5.4164579073514886e-05
france    4.9650864150722e-05
caught    1.8054859691171638e-05
gun    5.867829399630779e-05
mastermind    2.708228953675744e-05
moron    9.027429845585819e-06
dirty    4.9650864150722e-05
hat    3.6109719382343215e-05
french    4.5137149227929095e-06
bibi    2.708228953675744e-05
possible    0.00011284287306982275
destroy    3.6109719382343215e-05
sick    2.708228953675744e-05
vast    2.256857461396453e-05
others    0.00011284287306982275
ads    0.00014443887752937289
fell    1.354114476837872e-05
crowds    5.867829399630779e-05
enthusiastic    4.5137149227929095e-06
ivy    2.256857461396453e-05
school    5.867829399630779e-05
highly    6.770572384189355e-05
fine    0.00012187030291540855
photo    4.5137149227929095e-06
picture    5.4164579073514886e-05
book    9.930172830144402e-05
written    1.8054859691171638e-05
title    1.8054859691171638e-05
veteran    3.159600445955037e-05
65-year-old    4.5137149227929095e-06
raped    1.354114476837872e-05
sodomized    1.354114476837872e-05
immigrant    3.6109719382343215e-05
deserves    4.5137149227929095e-06
joe    5.4164579073514886e-05
inclined    9.027429845585819e-06
depend    9.027429845585819e-06
executive    7.67331536874794e-05
orders    4.062343430513613e-05
expense    2.708228953675744e-05
differently    3.159600445955037e-05
wisely    1.354114476837872e-05
instead    9.930172830144402e-05
throwing    4.5137149227929095e-06
drain    9.027429845585819e-06
'16    4.5137149227929095e-06
shops    4.5137149227929095e-06
industry    6.319200891910074e-05
've    0.00030241889982712453
source    4.5137149227929095e-06
truly    7.67331536874794e-05
variety    4.5137149227929095e-06
hollywood    9.027429845585819e-06
reporter    5.4164579073514886e-05
solely    4.5137149227929095e-06
sleaze    1.8054859691171638e-05
bags    4.5137149227929095e-06
california    7.221943876468644e-05
married    4.062343430513613e-05
shooting    1.8054859691171638e-05
joined    4.5137149227929095e-06
conference    4.062343430513613e-05
asked    0.0001534663073749588
exact    3.6109719382343215e-05
disavow    4.5137149227929095e-06
instinct    1.8054859691171638e-05
damn    1.8054859691171638e-05
involved    6.319200891910074e-05
ordered    1.354114476837872e-05
118    4.5137149227929095e-06
airbus    4.5137149227929095e-06
jets    2.708228953675744e-05
100.    4.5137149227929095e-06
boeing    4.9650864150722e-05
hated    1.8054859691171638e-05
ones    0.00011284287306982275
wore    9.027429845585819e-06
toupee    1.8054859691171638e-05
wear    4.5137149227929095e-06
proved    4.5137149227929095e-06
achieve    1.8054859691171638e-05
goals    2.256857461396453e-05
confidence    4.5137149227929095e-06
wonder    5.867829399630779e-05
seem    4.5137149227929095e-06
interested    2.708228953675744e-05
defending    2.256857461396453e-05
wealth    4.9650864150722e-05
therefore    3.6109719382343215e-05
dying    7.221943876468644e-05
accounting    1.354114476837872e-05
firm    9.027429845585819e-06
9    4.513714922792906e-05
240    9.027429845585819e-06
liabilities    4.5137149227929095e-06
500    7.67331536874794e-05
ph    6.319200891910074e-05
earn    2.708228953675744e-05
25,000    1.354114476837872e-05
per    4.513714922792906e-05
jointly    9.027429845585819e-06
50,000    2.256857461396453e-05
discipline    2.708228953675744e-05
18,000    9.027429845585819e-06
13,000    2.256857461396453e-05
miles    9.027429845585813e-05
1,000    4.062343430513613e-05
cranes    9.027429845585819e-06
caterpillar    4.513714922792906e-05
tractors    2.708228953675744e-05
flaws    9.027429845585819e-06
hadn    4.5137149227929095e-06
died.    4.5137149227929095e-06
stroke    4.5137149227929095e-06
skin    9.027429845585819e-06
kissed    4.5137149227929095e-06
held    4.9650864150722e-05
tight    4.5137149227929095e-06
arab    4.5137149227929095e-06
honest    9.930172830144402e-05
appropriate    2.708228953675744e-05
english    1.354114476837872e-05
strongly    7.67331536874794e-05
atlantic    3.159600445955037e-05
city    6.319200891910074e-05
defeated    9.027429845585819e-06
repealed    2.256857461396453e-05
repeal    2.708228953675744e-05
replace    4.062343430513613e-05
foul    9.027429845585819e-06
mouth    2.256857461396453e-05
vicious    3.159600445955037e-05
simplify    9.027429845585819e-06
bracket    4.5137149227929095e-06
difference    4.062343430513613e-05
loopholes    1.354114476837872e-05
antiquated    4.5137149227929095e-06
reasons    0.00016700745214333755
bomb    3.6109719382343215e-05
oil    0.00027533661029036723
environment    1.8054859691171638e-05
kidding    3.159600445955037e-05
comedian    4.5137149227929095e-06
flames    4.5137149227929095e-06
atmosphere    9.027429845585819e-06
enjoy    9.027429845585819e-06
air    0.0001038154432242369
conditioners    1.354114476837872e-05
cross    9.027429845585819e-06
35    3.6109719382343215e-05
conditioner    1.354114476837872e-05
subject    5.4164579073514886e-05
manner    4.5137149227929095e-06
consultants    9.027429845585819e-06
vital    1.8054859691171638e-05
negotiating    5.4164579073514886e-05
environmental    6.770572384189355e-05
study    4.9650864150722e-05
excavate    4.5137149227929095e-06
succeed    2.256857461396453e-05
creating    2.708228953675744e-05
defeating    4.5137149227929095e-06
stopping    2.256857461396453e-05
terrorists    6.770572384189355e-05
yesterday    0.00012187030291540855
notch    4.5137149227929095e-06
protests    4.5137149227929095e-06
protesters    1.8054859691171638e-05
indiana    0.00012187030291540855
guardian    4.5137149227929095e-06
treat    8.124686861027228e-05
nicely    4.513714922792906e-05
scotland    1.8054859691171638e-05
ahead    0.00010832915814702979
theft    2.708228953675744e-05
amateur    1.354114476837872e-05
24    7.221943876468644e-05
wrong    0.00023471317598523122
clock    1.8054859691171638e-05
starts    4.062343430513613e-05
ticking    9.027429845585819e-06
forever    3.6109719382343215e-05
percentage    1.8054859691171638e-05
insult    1.354114476837872e-05
defend    3.159600445955037e-05
30    8.576058353306526e-05
hit    0.0001986034566028877
grave    1.354114476837872e-05
danger    1.354114476837872e-05
protect    0.0002121446013712665
spewing    9.027429845585819e-06
holding    1.354114476837872e-05
agreements    3.6109719382343215e-05
within    4.062343430513613e-05
drugs.they    4.5137149227929095e-06
standard    2.708228953675744e-05
health    4.513714922792906e-05
presidency    2.708228953675744e-05
opinion    8.576058353306526e-05
elections    1.8054859691171638e-05
fought    4.513714922792906e-05
employees    4.513714922792906e-05
obsolete    1.8054859691171638e-05
destroyed    4.513714922792906e-05
carolina    0.00016700745214333755
led    3.159600445955037e-05
developments    1.354114476837872e-05
simon    3.159600445955037e-05
schuster    2.708228953675744e-05
kept    5.867829399630779e-05
page    8.124686861027228e-05
financially    1.8054859691171638e-05
certified    1.8054859691171638e-05
finished    4.062343430513613e-05
devalue    1.8054859691171638e-05
reading    2.256857461396453e-05
front    8.576058353306526e-05
south    0.0002888777550587458
planes    3.6109719382343215e-05
ripped    4.062343430513613e-05
militarily    3.159600445955037e-05
politics    9.027429845585813e-05
beada    3.6109719382343215e-05
appreciates    4.5137149227929095e-06
growing    1.8054859691171638e-05
leaps    4.5137149227929095e-06
bounds    4.5137149227929095e-06
silent    6.319200891910074e-05
majority    8.576058353306526e-05
safe    0.00011284287306982275
zone    2.256857461396453e-05
loosen    4.5137149227929095e-06
wallets    4.5137149227929095e-06
accepting    9.027429845585819e-06
astounding    9.027429845585819e-06
wrote    9.478801337865105e-05
defies    4.5137149227929095e-06
rule    1.8054859691171638e-05
presidential    4.513714922792906e-05
murray    9.027429845585819e-06
institute    9.027429845585819e-06
flipped    4.5137149227929095e-06
52    4.5137149227929095e-06
merkel    9.027429845585819e-06
destroying    2.708228953675744e-05
germany    5.867829399630779e-05
tired    6.319200891910074e-05
capita    4.5137149227929095e-06
26th    4.5137149227929095e-06
bureaucrats    1.8054859691171638e-05
ivanka    0.0001038154432242369
threats    9.027429845585819e-06
mark    3.6109719382343215e-05
candidacy    4.5137149227929095e-06
knows    0.00017603488198892326
minds    2.256857461396453e-05
indicted    4.5137149227929095e-06
dancing    1.354114476837872e-05
burning    9.027429845585819e-06
flag    1.8054859691171638e-05
bye    9.027429845585819e-06
luck    3.159600445955037e-05
theme    4.9650864150722e-05
hats    4.513714922792906e-05
makes    0.00012187030291540855
addition    9.027429845585819e-06
mini-version    4.5137149227929095e-06
peanuts    4.9650864150722e-05
cost    0.00011284287306982275
retiring    9.027429845585819e-06
paperwork    1.354114476837872e-05
pacs    8.576058353306526e-05
campaigns    1.354114476837872e-05
reported    2.708228953675744e-05
loyal    3.159600445955037e-05
someplace    2.708228953675744e-05
manassas    4.5137149227929095e-06
virginia    2.708228953675744e-05
crowd    9.027429845585813e-05
12,000    9.027429845585819e-06
sarasota    4.5137149227929095e-06
p.m.    4.5137149227929095e-06
games    9.027429845585819e-06
5,000.    4.5137149227929095e-06
outside    0.0001173565879926156
speeches…i    4.5137149227929095e-06
larger    9.027429845585819e-06
set    4.513714922792906e-05
everywhere    1.8054859691171638e-05
elton    9.027429845585819e-06
john    0.0001173565879926156
competing    9.027429845585819e-06
musical    4.5137149227929095e-06
talent    3.6109719382343215e-05
straight    1.8054859691171638e-05
sharper    1.354114476837872e-05
suppose    4.5137149227929095e-06
ohio    4.513714922792906e-05
announce    3.6109719382343215e-05
african-americans    9.027429845585819e-06
category    4.5137149227929095e-06
anyways    4.513714922792906e-05
60    2.708228953675744e-05
phones    9.027429845585819e-06
wires    9.027429845585819e-06
rallies    4.5137149227929095e-06
emails    3.159600445955037e-05
self-inspect    1.354114476837872e-05
inspect    4.5137149227929095e-06
victory    0.0001038154432242369
later    8.124686861027228e-05
blown    9.027429845585819e-06
instruction    4.5137149227929095e-06
serious    0.00010832915814702979
hilton    4.5137149227929095e-06
head    8.576058353306526e-05
hundreds    0.00017603488198892326
bikers    9.027429845585819e-06
bikes    9.027429845585819e-06
harleys    1.354114476837872e-05
beauties    4.5137149227929095e-06
response    4.9650864150722e-05
god    2.708228953675744e-05
prisoners    0.0001038154432242369
nastiest    9.027429845585819e-06
primary    5.4164579073514886e-05
recorded    9.027429845585819e-06
employed    3.6109719382343215e-05
lifetime    2.256857461396453e-05
medical    9.027429845585819e-06
believed    3.159600445955037e-05
false    9.027429845585813e-05
fall    3.6109719382343215e-05
difficulties    9.027429845585819e-06
korea    0.00012638401783820127
heads    3.6109719382343215e-05
heat    7.67331536874794e-05
rush    3.6109719382343215e-05
limbaugh    1.8054859691171638e-05
incoming    2.708228953675744e-05
human    4.062343430513613e-05
double-downed…    4.5137149227929095e-06
massachusetts    1.354114476837872e-05
met    0.0001038154432242369
families    6.770572384189355e-05
devastated    2.256857461396453e-05
66-year-old    4.5137149227929095e-06
female    4.5137149227929095e-06
66    4.5137149227929095e-06
tortured    9.027429845585819e-06
66-years-old    4.5137149227929095e-06
luckily    4.5137149227929095e-06
registered    9.027429845585819e-06
ladies    3.159600445955037e-05
gentlemen    2.708228953675744e-05
pledge    8.124686861027228e-05
…i    3.159600445955037e-05
nashville    4.9650864150722e-05
personal    4.513714922792906e-05
filibusters    4.5137149227929095e-06
cookies    9.027429845585819e-06
sen.    1.354114476837872e-05
jeff    4.513714922792906e-05
sessions    4.062343430513613e-05
steer    9.027429845585819e-06
asians    2.256857461396453e-05
anchor    2.708228953675744e-05
onstage    4.5137149227929095e-06
incomes    4.5137149227929095e-06
worker    3.6109719382343215e-05
priority    9.027429845585819e-06
fighters    1.354114476837872e-05
champions    4.5137149227929095e-06
sometimes    4.513714922792906e-05
theory    9.027429845585819e-06
allowed    0.00016249373722054456
game    4.062343430513613e-05
safer    2.256857461396453e-05
invaded    9.027429845585819e-06
destabilized    2.256857461396453e-05
unleashed    1.8054859691171638e-05
mass    1.8054859691171638e-05
wreaking    4.5137149227929095e-06
havoc    9.027429845585819e-06
dominant    2.708228953675744e-05
re-elected    9.027429845585819e-06
promises    4.5137149227929095e-06
fools    1.354114476837872e-05
ways    6.319200891910074e-05
claim    1.354114476837872e-05
supportive    2.256857461396453e-05
communities    9.027429845585813e-05
increase    4.513714922792906e-05
oppress    4.5137149227929095e-06
reject    1.354114476837872e-05
explain    4.9650864150722e-05
stamina    9.027429845585819e-06
replaced    2.708228953675744e-05
safety    2.708228953675744e-05
respond    3.6109719382343215e-05
purpose    1.354114476837872e-05
determination    1.8054859691171638e-05
ran    4.513714922792906e-05
governors    3.159600445955037e-05
understands    3.6109719382343215e-05
situations    4.5137149227929095e-06
employ    9.027429845585819e-06
trouble    8.576058353306526e-05
fix    4.513714922792906e-05
potential    3.159600445955037e-05
dead    5.4164579073514886e-05
ultimately    2.708228953675744e-05
dozens    1.354114476837872e-05
afford    3.6109719382343215e-05
issues    3.159600445955037e-05
address    3.159600445955037e-05
head-on    4.5137149227929095e-06
ban    2.708228953675744e-05
scorn    9.027429845585819e-06
anger    4.062343430513613e-05
although    4.513714922792906e-05
pause    1.354114476837872e-05
temporary    1.354114476837872e-05
bottom    6.319200891910074e-05
killer    4.513714922792906e-05
voted    4.062343430513613e-05
…a    4.5137149227929095e-06
european    1.354114476837872e-05
walls    3.159600445955037e-05
33    1.8054859691171638e-05
reporting    2.256857461396453e-05
flows    4.5137149227929095e-06
land    4.062343430513613e-05
establish    9.027429845585819e-06
golan    4.5137149227929095e-06
heights    4.5137149227929095e-06
jihad    1.8054859691171638e-05
openly    4.5137149227929095e-06
offering    9.027429845585819e-06
palestinians    1.8054859691171638e-05
7,000    1.8054859691171638e-05
terror    5.867829399630779e-05
30,000    4.5137149227929095e-06
deplorable    9.027429845585819e-06
financing    4.5137149227929095e-06
throughout    4.513714922792906e-05
handed    1.354114476837872e-05
toward    3.159600445955037e-05
acts    9.027429845585819e-06
manager    9.027429845585819e-06
lewandowski    4.5137149227929095e-06
whenever    3.159600445955037e-05
cycles    4.5137149227929095e-06
forced    3.6109719382343215e-05
licensing    4.5137149227929095e-06
drew    4.5137149227929095e-06
drawing    4.5137149227929095e-06
hours    9.478801337865105e-05
vigilant    3.159600445955037e-05
late    2.708228953675744e-05
homegrown    4.5137149227929095e-06
names    8.124686861027228e-05
louise    4.5137149227929095e-06
worked    6.770572384189355e-05
confined    1.354114476837872e-05
pertain    4.5137149227929095e-06
marches    9.027429845585819e-06
hatred    4.062343430513613e-05
maniac    2.256857461396453e-05
perfect…    4.5137149227929095e-06
works    4.9650864150722e-05
privatization    9.027429845585819e-06
walk    9.478801337865105e-05
across    9.478801337865105e-05
private    6.319200891910074e-05
breath    1.8054859691171638e-05
courage    4.062343430513613e-05
controversial    2.256857461396453e-05
mosque    9.027429845585819e-06
attended    9.027429845585819e-06
founder    1.354114476837872e-05
charged    2.708228953675744e-05
assassination    9.027429845585819e-06
plot    9.027429845585819e-06
father    0.0001038154432242369
supported    3.6109719382343215e-05
repressive    9.027429845585819e-06
regimes    9.027429845585819e-06
violent    9.027429845585819e-06
celebrity    9.027429845585819e-06
instruct    9.027429845585819e-06
treasury    1.354114476837872e-05
label    4.5137149227929095e-06
manipulator    4.5137149227929095e-06
devalues    4.5137149227929095e-06
advantage    6.770572384189355e-05
sharply    4.5137149227929095e-06
bernie    5.4164579073514886e-05
sanders    4.513714922792906e-05
positions    9.027429845585819e-06
darling    3.159600445955037e-05
famous    3.159600445955037e-05
nervous    1.8054859691171638e-05
shirts    9.027429845585819e-06
ties    1.354114476837872e-05
macy    1.354114476837872e-05
unbelievably    4.062343430513613e-05
disloyal    4.5137149227929095e-06
ended    3.6109719382343215e-05
expression    2.708228953675744e-05
imbalance    5.4164579073514886e-05
owe    0.00017603488198892326
1.7    9.027429845585819e-06
wow    9.027429845585813e-05
!    0.000284364040135953
cheering    1.354114476837872e-05
whoa    2.256857461396453e-05
music    1.354114476837872e-05
trader    3.159600445955037e-05
comparison    1.354114476837872e-05
mitt    5.4164579073514886e-05
journal    3.159600445955037e-05
looks    7.67331536874794e-05
fool    1.8054859691171638e-05
spectacular    1.354114476837872e-05
clarify    4.5137149227929095e-06
eye    4.5137149227929095e-06
smarter    3.159600445955037e-05
cunning    1.8054859691171638e-05
softballs    9.027429845585819e-06
park    9.027429845585819e-06
negotiator    5.4164579073514886e-05
cookie    1.8054859691171638e-05
200,000    1.8054859691171638e-05
protecting    3.6109719382343215e-05
tenth    9.027429845585819e-06
generation    1.354114476837872e-05
stripped    1.8054859691171638e-05
brings    9.027429845585819e-06
background    9.027429845585819e-06
entitled    9.027429845585819e-06
benefits    4.5137149227929095e-06
protections    4.5137149227929095e-06
rights    2.256857461396453e-05
privileges    4.5137149227929095e-06
charge    4.513714922792906e-05
concept    3.6109719382343215e-05
corrupt    6.319200891910074e-05
finance    1.354114476837872e-05
terrific    8.124686861027228e-05
approval    1.354114476837872e-05
upset    2.708228953675744e-05
tone    4.062343430513613e-05
chopped    4.5137149227929095e-06
dumped    9.027429845585819e-06
drowned    4.5137149227929095e-06
steel    4.513714922792906e-05
cages    9.027429845585819e-06
knock-offs    4.5137149227929095e-06
persians    1.8054859691171638e-05
negotiators    6.319200891910074e-05
unhappy    4.5137149227929095e-06
sanctions    3.159600445955037e-05
sit    4.062343430513613e-05
table    5.4164579073514886e-05
starting    4.513714922792906e-05
double    3.159600445955037e-05
checking    4.5137149227929095e-06
walked    2.708228953675744e-05
dog    4.5137149227929095e-06
found    3.6109719382343215e-05
slipped    4.5137149227929095e-06
congress    2.708228953675744e-05
contributions    3.159600445955037e-05
fast    0.00012638401783820127
healing    9.027429845585819e-06
vietnam    1.8054859691171638e-05
india    4.5137149227929095e-06
beats    9.027429845585819e-06
sorry    4.513714922792906e-05
reward    9.027429845585819e-06
stabbing    4.5137149227929095e-06
israelis    4.5137149227929095e-06
taylor    4.5137149227929095e-06
allen    4.5137149227929095e-06
grad    4.5137149227929095e-06
phenomenol    4.5137149227929095e-06
served    1.354114476837872e-05
murdered    2.256857461396453e-05
knife-wielding    4.5137149227929095e-06
behavior    1.8054859691171638e-05
effectively    9.027429845585819e-06
experience    5.4164579073514886e-05
unfortunately    9.027429845585819e-06
cover    6.770572384189355e-05
expensive    3.6109719382343215e-05
careful    2.256857461396453e-05
hiring    9.027429845585819e-06
fantastic    9.027429845585813e-05
construction    1.354114476837872e-05
trades    9.027429845585819e-06
unique    9.027429845585819e-06
gee    1.354114476837872e-05
signal    9.027429845585819e-06
believer    2.708228953675744e-05
mother    2.256857461396453e-05
mary    1.354114476837872e-05
date    9.027429845585813e-05
possibly    4.513714922792906e-05
younger    4.5137149227929095e-06
hispanic    3.6109719382343215e-05
continues    1.8054859691171638e-05
extremists    9.027429845585819e-06
suppress    9.027429845585819e-06
gays    1.8054859691171638e-05
january    4.5137149227929095e-06
billions    8.576058353306526e-05
loaded    1.354114476837872e-05
catching    9.027429845585819e-06
shape    4.9650864150722e-05
feels    1.8054859691171638e-05
embolden    9.027429845585819e-06
tpp    6.319200891910074e-05
stance    2.256857461396453e-05
shamed    4.5137149227929095e-06
doubt    1.8054859691171638e-05
approve    4.513714922792906e-05
guaranteed    4.5137149227929095e-06
talented    4.9650864150722e-05
hack    9.027429845585819e-06
contribution    1.354114476837872e-05
signing    3.6109719382343215e-05
butter    4.5137149227929095e-06
infrastructure    7.67331536874794e-05
falling    2.708228953675744e-05
apart    4.513714922792906e-05
pageant    9.027429845585819e-06
bought    4.9650864150722e-05
inexpensively    4.5137149227929095e-06
monstrous    4.5137149227929095e-06
baby    9.478801337865105e-05
bye-bye    9.027429845585819e-06
backing    1.354114476837872e-05
criminal    2.708228953675744e-05
votes    0.0001173565879926156
stagnant    4.5137149227929095e-06
gone    0.00020763088644847383
leaves    1.354114476837872e-05
intellect    4.5137149227929095e-06
newt    9.027429845585819e-06
gingrich    9.027429845585819e-06
phenomenons    9.027429845585819e-06
19    9.027429845585813e-05
options    9.027429845585819e-06
under    0.00014895259245216593
mike    8.124686861027228e-05
predecessor    4.5137149227929095e-06
duke    4.5137149227929095e-06
purdue    4.5137149227929095e-06
egypt    9.027429845585819e-06
sand    1.354114476837872e-05
each    9.478801337865105e-05
prosper    9.027429845585819e-06
began    2.708228953675744e-05
democracies    4.5137149227929095e-06
becoming    2.708228953675744e-05
russia    5.4164579073514886e-05
worth    8.124686861027228e-05
checked    9.027429845585819e-06
23    2.708228953675744e-05
23.    4.5137149227929095e-06
boxes    1.354114476837872e-05
legitimately    4.5137149227929095e-06
vincente    4.5137149227929095e-06
125    2.256857461396453e-05
yourself    4.513714922792906e-05
5    0.00014443887752937289
joke    1.354114476837872e-05
computers    9.027429845585819e-06
car    5.4164579073514886e-05
seats    9.027429845585819e-06
button    4.5137149227929095e-06
bing    5.4164579073514886e-05
computer    4.5137149227929095e-06
mentality    4.5137149227929095e-06
21    7.221943876468644e-05
embrace    1.354114476837872e-05
possibilities    4.5137149227929095e-06
budgets    3.159600445955037e-05
interview    2.708228953675744e-05
charlie    4.5137149227929095e-06
rose    9.027429845585819e-06
excellent    9.027429845585819e-06
softer    4.5137149227929095e-06
destruction    1.8054859691171638e-05
weaponry    1.354114476837872e-05
58    4.062343430513613e-05
univision    3.159600445955037e-05
attempting    4.5137149227929095e-06
public    6.770572384189355e-05
despite    1.354114476837872e-05
earnings    4.5137149227929095e-06
ipo    4.5137149227929095e-06
price—not    4.5137149227929095e-06
currently    1.8054859691171638e-05
suing    1.354114476837872e-05
breach    4.5137149227929095e-06
contract    1.354114476837872e-05
charade    4.5137149227929095e-06
backers    4.5137149227929095e-06
numerous    4.5137149227929095e-06
compliments    4.5137149227929095e-06
rave    9.027429845585819e-06
reviews    1.354114476837872e-05
—there    4.5137149227929095e-06
criticism    1.354114476837872e-05
announcement    2.708228953675744e-05
distort    4.5137149227929095e-06
stated    1.354114476837872e-05
incorrectly    9.027429845585819e-06
subjects    2.256857461396453e-05
commerce    9.027429845585819e-06
examples    9.027429845585819e-06
rely    9.027429845585819e-06
modestly    4.5137149227929095e-06
pelley    4.5137149227929095e-06
piece    4.062343430513613e-05
instructional    9.027429845585819e-06
largely    2.708228953675744e-05
hold    1.8054859691171638e-05
ethanol    2.708228953675744e-05
prospered    4.5137149227929095e-06
enemies    5.867829399630779e-05
above    5.4164579073514886e-05
ours    1.354114476837872e-05
surrender    2.256857461396453e-05
song    4.5137149227929095e-06
nation-state    4.5137149227929095e-06
remains    9.027429845585819e-06
happiness    4.5137149227929095e-06
harmony    4.5137149227929095e-06
skeptical    4.5137149227929095e-06
unions    1.354114476837872e-05
tie    9.027429845585819e-06
22    2.708228953675744e-05
lower    5.4164579073514886e-05
tariffs    1.354114476837872e-05
practices    4.5137149227929095e-06
backdoor    4.5137149227929095e-06
supply    1.8054859691171638e-05
automobiles    4.5137149227929095e-06
funded    1.354114476837872e-05
impinged    4.5137149227929095e-06
stopped    2.708228953675744e-05
sounds    5.4164579073514886e-05
listen    4.9650864150722e-05
location    4.9650864150722e-05
