Unigram  Probability
domain    2.708228953675744e-05
commercials    2.708228953675744e-05
love    0.0011329424456210197
keystone    2.256857461396453e-05
pipeline    1.8054859691171638e-05
whole    0.0003385286192094681
based    7.67331536874794e-05
around    0.00022568574613964512
canada    2.708228953675744e-05
cruz    0.00023922689090802388
born    6.319200891910074e-05
representing    4.513714922792906e-05
knock-out    1.354114476837872e-05
decisions    3.159600445955037e-05
sports    9.027429845585819e-06
hometown    9.027429845585819e-06
fight    0.00023922689090802388
decision    2.256857461396453e-05
uh    4.5137149227929095e-06
d    0.0006996258130329004
first    0.0005506732205807346
started    0.0002888777550587458
talked    0.0001354114476837871
ripping    5.867829399630779e-05
japan    0.00027533661029036723
both    0.00012638401783820127
border    0.00034304233413226076
taking    0.00025728175059919564
companies    0.00027985032521316017
nabisco    4.513714922792906e-05
took    0.00027533661029036723
tennessee    4.9650864150722e-05
moment    6.319200891910074e-05
abiding    9.027429845585819e-06
buying    4.062343430513613e-05
coal    1.354114476837872e-05
essentially    4.062343430513613e-05
using    9.478801337865105e-05
planet    1.354114476837872e-05
next    0.0002211720312168522
door    2.256857461396453e-05
neighbor    1.354114476837872e-05
terms    0.00014895259245216593
universe    2.708228953675744e-05
miss    3.6109719382343215e-05
made    0.0005145635011983913
sold    2.256857461396453e-05
rich    0.0002211720312168522
living    5.867829399630779e-05
25    0.00010832915814702979
polled    2.256857461396453e-05
agreed    4.062343430513613e-05
violence    3.6109719382343215e-05
americans    0.00016700745214333755
justified    9.027429845585819e-06
muslims    4.9650864150722e-05
51    4.062343430513613e-05
friends    0.00020763088644847383
am    0.00030241889982712453
unifier    3.159600445955037e-05
would    0.0012728676082275996
party    0.00025276803567640254
together    0.00020763088644847383
unify    9.027429845585819e-06
incompetent    6.319200891910074e-05
n't    0.0008214961159483086
coming    0.0004829674967388411
criminals    1.354114476837872e-05
crooks    4.5137149227929095e-06
honor    0.00015798002229775173
devoted    1.354114476837872e-05
life    0.0002482543207536098
haven    9.930172830144402e-05
received    7.67331536874794e-05
awards    4.9650864150722e-05
media    0.00012187030291540855
talks    8.124686861027228e-05
home    0.0001534663073749588
grown    1.8054859691171638e-05
terrorism    0.00014443887752937289
islamic    0.00015798002229775173
radicalism    9.027429845585819e-06
important    0.00040623434305136146
term    7.67331536874794e-05
refuses    3.6109719382343215e-05
networks    3.6109719382343215e-05
nurture    9.027429845585819e-06
imports    1.354114476837872e-05
overseas    7.67331536874794e-05
whether    0.00015798002229775173
yes    0.00011284287306982275
radicalized    5.4164579073514886e-05
already    9.478801337865105e-05
inside    5.867829399630779e-05
result    4.062343430513613e-05
poor    5.867829399630779e-05
policies    5.4164579073514886e-05
past    1.354114476837872e-05
remember    0.0005461595056579417
such    0.0003475560490550538
along    0.00017603488198892326
sir    3.6109719382343215e-05
biggest    0.00023019946106243803
dream    1.8054859691171638e-05
fest    9.027429845585819e-06
went    0.00046039892212487656
stayed    1.8054859691171638e-05
tis    4.5137149227929095e-06
kasich    4.9650864150722e-05
horrible    0.00030241889982712453
debater…he    4.5137149227929095e-06
statement    0.00016249373722054456
after    0.00042428920274253305
10    0.0001986034566028877
minutes    5.4164579073514886e-05
job    0.00046942635197046243
chris    7.67331536874794e-05
matthews    4.5137149227929095e-06
angrily    4.5137149227929095e-06
businessman    5.4164579073514886e-05
buy    0.00017152116706613052
sort    0.0002031171715256809
interesting    0.0001354114476837871
friend    0.00025728175059919564
mine    0.0001534663073749588
banks    5.867829399630779e-05
killing    0.00012187030291540855
…tell    4.5137149227929095e-06
guarantee    4.9650864150722e-05
able    0.00020763088644847383
pull    2.256857461396453e-05
off    0.0003520697639778466
anyway    6.319200891910074e-05
stop    0.0002888777550587458
easier    3.159600445955037e-05
sure    9.027429845585813e-05
problems    0.0002211720312168522
va    2.256857461396453e-05
also    0.000383665768437397
huh    1.354114476837872e-05
stage    6.770572384189355e-05
properly    4.513714922792906e-05
far    0.00023471317598523122
concerned    6.319200891910074e-05
debating    9.027429845585819e-06
healthy    1.354114476837872e-05
gets    0.0001308977327609942
open    9.478801337865105e-05
helped    6.770572384189355e-05
vetting    2.708228953675744e-05
various    4.513714922792906e-05
requests    1.354114476837872e-05
corey    1.354114476837872e-05
staff    2.256857461396453e-05
group    0.00017152116706613052
charles    4.5137149227929095e-06
dan    4.5137149227929095e-06
owner    4.5137149227929095e-06
mrs.    1.354114476837872e-05
phil    2.256857461396453e-05
ruffin    9.027429845585819e-06
order    0.00017603488198892326
candidate    6.770572384189355e-05
need    0.0007899001114887587
strength    0.0001038154432242369
crooked    5.867829399630779e-05
bank    8.124686861027228e-05
headquarters    4.5137149227929095e-06
located    4.5137149227929095e-06
building    0.00031596004459550345
tower    4.9650864150722e-05
nasty    4.513714922792906e-05
never    0.0011555110202349835
evening    8.576058353306526e-05
hasn    7.67331536874794e-05
everyone    0.00011284287306982275
killed    0.00017603488198892326
louisiana    9.027429845585819e-06
minnesota    9.027429845585819e-06
tough    0.0003746383385918112
watch    0.00018506231183450914
leaders    0.00023471317598523122
hispanics    0.00012638401783820127
young    0.00014895259245216593
complained    4.5137149227929095e-06
talking    0.000541645790735149
being    0.0005235909310439774
maybe    0.0004513714922792907
tapes    9.027429845585819e-06
promise    8.124686861027228e-05
enter    3.6109719382343215e-05
bicycle    9.027429845585819e-06
midst    4.5137149227929095e-06
nuclear    0.00017603488198892326
negotiation    6.319200891910074e-05
gotten    0.00011284287306982275
congratulate    3.6109719382343215e-05
national    6.319200891910074e-05
committee    1.354114476837872e-05
reince    1.8054859691171638e-05
priebus    9.027429845585819e-06
spoke    4.513714922792906e-05
tremendous    0.0004829674967388411
17    7.67331536874794e-05
egos    4.5137149227929095e-06
guess    0.00014443887752937289
center    7.221943876468644e-05
catastrophe    4.062343430513613e-05
pushed    2.256857461396453e-05
bill    9.478801337865105e-05
north    7.67331536874794e-05
free    0.0001534663073749588
agreement    8.124686861027228e-05
nafta    9.027429845585813e-05
entry    1.8054859691171638e-05
organization    3.159600445955037e-05
happen    0.0007447629622608298
change    0.0003520697639778466
thinking    0.0001354114476837871
smart    0.0003295011893638823
sharp    4.5137149227929095e-06
ca    0.00017152116706613052
boston    1.8054859691171638e-05
bombers    1.8054859691171638e-05
political    0.00018054859691171628
asylum    9.027429845585819e-06
male    9.027429845585819e-06
shooter    1.8054859691171638e-05
san    8.576058353306526e-05
bernardino    5.4164579073514886e-05
whose    3.6109719382343215e-05
name    0.00016700745214333755
mention    0.00014443887752937289
child    5.867829399630779e-05
immigrants    9.478801337865105e-05
pakistan    1.354114476837872e-05
brought    0.0001308977327609942
wife    0.0001038154432242369
terrorist    7.221943876468644e-05
saudi    9.930172830144402e-05
arabia    9.930172830144402e-05
another    0.00024374060583081712
easily    4.513714922792906e-05
exploited    9.027429845585819e-06
visa    9.027429845585819e-06
programs    1.8054859691171638e-05
losing    0.00017152116706613052
poorly    3.6109719382343215e-05
still    0.00011284287306982275
happening    0.0003520697639778466
self-funding    8.576058353306526e-05
putting    9.930172830144402e-05
own    0.000194089741680095
principles    9.027429845585819e-06
islam    9.478801337865105e-05
incompatible    4.5137149227929095e-06
western    2.708228953675744e-05
institutions    1.354114476837872e-05
anti-woman    4.5137149227929095e-06
anti-gay    4.5137149227929095e-06
anti-american    4.5137149227929095e-06
refuse    1.8054859691171638e-05
gay    3.6109719382343215e-05
christian    4.9650864150722e-05
jewish    4.9650864150722e-05
targets    4.5137149227929095e-06
persecution    9.027429845585819e-06
intimidation    9.027429845585819e-06
preachers    4.5137149227929095e-06
hate    9.027429845585813e-05
marco    0.00011284287306982275
having    0.00017603488198892326
run    0.0005235909310439774
alabama    4.9650864150722e-05
leading    0.00021665831629405957
tremendously    1.8054859691171638e-05
new    0.0006228926593454211
hampshire    0.00017603488198892326
laughing    2.708228953675744e-05
stupidity    3.6109719382343215e-05
beating    6.770572384189355e-05
economically    1.8054859691171638e-05
estate    4.062343430513613e-05
brokers    4.5137149227929095e-06
percentages    4.5137149227929095e-06
raise    0.0001173565879926156
scam    2.708228953675744e-05
small    0.0001308977327609942
donations    1.8054859691171638e-05
bosses    9.027429845585819e-06
illegal    0.0002211720312168522
taken    0.00025276803567640254
longer    9.478801337865105e-05
strike    2.256857461396453e-05
heart    7.67331536874794e-05
soul    1.354114476837872e-05
nation    0.0001986034566028877
assault    2.256857461396453e-05
ability    4.513714922792906e-05
live    0.00015798002229775173
lives    0.0001173565879926156
express    2.256857461396453e-05
identity    9.027429845585819e-06
florida    0.0002211720312168522
georgia    3.159600445955037e-05
add    6.319200891910074e-05
seems    1.354114476837872e-05
establishment    0.0001173565879926156
failed    7.67331536874794e-05
93    3.6109719382343215e-05
million    0.000803441256257137
labor    3.159600445955037e-05
force    9.027429845585813e-05
quit    4.5137149227929095e-06
looking    0.00018054859691171628
yet    0.0001534663073749588
kind    0.00022568574613964512
mindset    3.159600445955037e-05
needs    7.221943876468644e-05
sad    8.576058353306526e-05
euro    9.027429845585819e-06
crazy    0.00011284287306982275
devaluation    2.256857461396453e-05
'd    3.159600445955037e-05
guts    2.256857461396453e-05
devaluing    2.256857461396453e-05
impossible    8.124686861027228e-05
product    2.708228953675744e-05
compete    5.4164579073514886e-05
shown    3.6109719382343215e-05
2    0.00012638401783820127
pay    0.00046039892212487656
bring    0.0005010223564300128
depleted    2.708228953675744e-05
rid    0.0002211720312168522
obamacare    0.0002211720312168522
mexican    6.770572384189355e-05
government    0.00013992516260658006
its    0.00020763088644847383
disparaging    4.5137149227929095e-06
remarks    1.354114476837872e-05
pope    1.354114476837872e-05
continue    0.00010832915814702979
rip    2.256857461396453e-05
wise    9.027429845585819e-06
side    0.00012187030291540855
-    3.159600445955037e-05
crime    6.770572384189355e-05
drug    1.8054859691171638e-05
trafficking    4.5137149227929095e-06
negative    0.00012187030291540855
economic    7.221943876468644e-05
impact    5.867829399630779e-05
current    4.9650864150722e-05
doesn    0.00048748121166163386
outsmarting    4.5137149227929095e-06
obama    0.00046942635197046243
aspect    1.8054859691171638e-05
incentive    9.027429845585819e-06
social    0.0001038154432242369
program    2.708228953675744e-05
proud    0.00016700745214333755
thriving    1.354114476837872e-05
overall    1.8054859691171638e-05
exciting    4.9650864150722e-05
democrat    3.159600445955037e-05
certainly    7.67331536874794e-05
difficulty    1.354114476837872e-05
anybody    0.0003746383385918112
f-bomb    1.8054859691171638e-05
papers    6.770572384189355e-05
mentioned    4.9650864150722e-05
imagine    9.930172830144402e-05
threw    1.8054859691171638e-05
freedom    2.708228953675744e-05
foolish    4.062343430513613e-05
little    0.0005867829399630781
islands    1.354114476837872e-05
escavators    9.027429845585819e-06
caterpillars    1.354114476837872e-05
komatsu    2.256857461396453e-05
chinese    2.708228953675744e-05
successful    0.00014895259245216593
paid    6.770572384189355e-05
fortune    0.0001308977327609942
apartment    2.708228953675744e-05
jokingly    1.354114476837872e-05
sea    3.159600445955037e-05
boom    8.576058353306526e-05
shovels    4.5137149227929095e-06
subsidies    1.354114476837872e-05
stupid    0.00027985032521316017
heaven    2.256857461396453e-05
sake    1.8054859691171638e-05
tender    3.159600445955037e-05
sighed    9.027429845585819e-06
broken    2.708228953675744e-05
snake    5.4164579073514886e-05
clutched    4.5137149227929095e-06
bosom    4.5137149227929095e-06
‘    8.124686861027228e-05
cried    1.8054859691171638e-05
thinks    2.708228953675744e-05
applying    1.354114476837872e-05
pressure    4.9650864150722e-05
issue    4.9650864150722e-05
precisely    4.5137149227929095e-06
opposite    5.4164579073514886e-05
happened    0.0004649126370476693
half    9.027429845585813e-05
population    3.159600445955037e-05
palestine    1.354114476837872e-05
palestinian    3.159600445955037e-05
hamas    9.027429845585819e-06
confront    1.354114476837872e-05
difficult    9.027429845585819e-06
situation    6.319200891910074e-05
thats    4.5137149227929095e-06
solved    3.6109719382343215e-05
unless    8.576058353306526e-05
stands    4.062343430513613e-05
chances    9.027429845585819e-06
peace    8.576058353306526e-05
rise    1.354114476837872e-05
rises    4.5137149227929095e-06
exponentially    4.5137149227929095e-06
refute    4.5137149227929095e-06
dare    1.354114476837872e-05
brilliant    4.062343430513613e-05
anyone    9.478801337865105e-05
happy    0.000194089741680095
final    1.354114476837872e-05
discussions    9.027429845585819e-06
swirling    4.5137149227929095e-06
attempt    9.027429845585819e-06
security    0.00027533661029036723
council    9.027429845585819e-06
resolution    1.354114476837872e-05
eventual    4.5137149227929095e-06
between    8.124686861027228e-05
clear    2.708228953675744e-05
imposed    4.5137149227929095e-06
nations    5.4164579073514886e-05
total    0.0001895760267573021
complete    4.9650864150722e-05
must    0.0002617954655219884
oppose    4.5137149227929095e-06
power    0.00016700745214333755
veto    1.354114476837872e-05
percent    0.0002121446013712665
spend    0.0001308977327609942
rebuild    8.124686861027228e-05
cheapest    4.062343430513613e-05
single    0.00023922689090802388
investment    4.5137149227929095e-06
develop    5.867829399630779e-05
purchase    9.027429845585819e-06
equipment    9.478801337865105e-05
mankind    9.027429845585819e-06
dominance    4.5137149227929095e-06
unquestioned    9.027429845585819e-06
told    0.00018506231183450914
watched    0.00013992516260658006
generals    3.6109719382343215e-05
zero    0.0001354114476837871
dollars    0.00034304233413226076
administration    0.00016700745214333755
different    0.0004829674967388411
groups    0.00017603488198892326
accumulate    4.5137149227929095e-06
lasting    4.5137149227929095e-06
phony    3.6109719382343215e-05
week    0.00016700745214333755
things    0.0009478801337865107
four    0.00025728175059919564
20,000    6.319200891910074e-05
fewer    4.5137149227929095e-06
wisconsin    0.00010832915814702979
seven    7.67331536874794e-05
100,000.    4.5137149227929095e-06
higher    7.221943876468644e-05
endorsed    0.0001173565879926156
over…    4.5137149227929095e-06
matter    0.00012187030291540855
dallas    3.6109719382343215e-05
oklahoma    2.708228953675744e-05
packed    2.708228953675744e-05
one-yard    4.5137149227929095e-06
line    0.0001173565879926156
ah    1.354114476837872e-05
close    0.00017603488198892326
golfer    9.027429845585819e-06
sink    9.027429845585819e-06
three-footer    4.5137149227929095e-06
tournament    1.8054859691171638e-05
harder    1.8054859691171638e-05
putin    4.513714922792906e-05
nicer    9.027429845585819e-06
worst    0.00031596004459550345
36    1.354114476837872e-05
question    0.0002121446013712665
connect    4.5137149227929095e-06
